Product_title,Brand,Links
"Colorful Gaming Laptop, Intel 13th Gen Core i7-13700HX, NVIDIA GeForce RTX 4060 Laptop, 15.6"" 165Hz IPS Screen 16GB DDR5 4800MHz, 512GB SSD, Windows 11 Home (Grey)",Colorful,https://www.newegg.com/p/2WC-0065-00021?Item=9SIB9RSJXT8758
"Acer Nitro 5 - 15.6"" 165 Hz IPS - AMD Ryzen 7 6000 Series 6800H (3.20GHz) - NVIDIA GeForce RTX 3070 Ti Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-46-R5XN )",Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-46-r5xn/p/2WC-000K-025U1?Item=9SIAMRPJY79972
"ASUS ROG Strix Scar 15 Gaming Laptop, 15.6"" 240Hz IPS Display, Intel Core i9-12900H Processor, NVIDIA GeForce RTX 3070 Ti, 32GB DDR5 RAM, 1TB SSD, Per-Key RGB Keyboard, Wi-Fi 6E, Windows 11 Home",ASUS,https://www.newegg.com/p/2WC-000N-0DT79?Item=9SIAWVGJY81542
"Razer Blade 16 - 16"" DUAL-MODE (UHD+ 120Hz/FHD+ 240Hz) Mini-LED - 13th Gen Intel Core i9 13950HX - NVIDIA GeForce RTX 4070 - 32GB DDR5 - 1TB PCIe SSD - Win11 Home - Gaming Laptop (RZ09-0483SEJ3-R3U1)",Razer,https://www.newegg.com/black-razer-blade-16-rz09-0483sej3-r3u1-gaming/p/N82E16834326095?Item=N82E16834326095
"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 32GB RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti Laptop GPU, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-01PN5?Item=9SIAA0SJPM1448
"New ASUS ROG Zephyrus 14"" FHD 144Hz Gaming Laptop | AMD R7-5800HS Processor | NVIDIA GeForce RTX 3060 | 16GB RAM | 1024GB SSD | Backlit Keyboard | Windows 11 Home | Bundled with Gaming Mouse",New,https://www.newegg.com/p/2WC-000N-0CVZ6?Item=9SIAEYJJVG3784
"ASUS ROG Strix G16 Gaming Laptop, 16"" 165Hz Display, Intel Core i7-13650HX Processor (14 core), NVIDIA GeForce RTX 4060, 32GB DDR5 RAM, 1TB SSD, Wi-Fi 6E, Backlit Keyboard, Windows 11 Home",ASUS,https://www.newegg.com/p/2WC-000N-0DT65?Item=9SIAWVGJY80323
"Acer Nitro 5 AN515-46-R0EQ 15.6"" 165 Hz IPS AMD Ryzen 7 6000 Series 6800H (3.20GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Acer,https://www.newegg.com/obsidian-black-acer-nitro-5-an515-46-r0eq-gaming/p/N82E16834360247?Item=9SIADG3JPH0828
"Colorful Gaming Laptop, Intel 13th Gen Core i7-13700HX, NVIDIA GeForce RTX 4060 Laptop, 15.6"" 165Hz IPS Screen 16GB DDR5 4800MHz, 512GB SSD, Windows 11 Home (Blue)",Colorful,https://www.newegg.com/p/2WC-0065-00018?Item=9SIB9RSJN40707
"MSI GS Series Stealth GS77 12UHS-083 17.3"" 240 Hz Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32GB Memory 1TB NVMe SSD Windows 11 Pro 64-bit Gaming Laptop",MSI,https://www.newegg.com/core-black-msi-gs-series-stealth-gs77-12uhs-083-gaming/p/N82E16834156185?Item=9SIA1K6JAY9597
"Acer Predator Helios 16 PH16-71-948L Intel Core i9 13th Gen 13900HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 32 GB DDR5 1 TB PCIe Gen 4 SSD 16"" WQXGA 240 Hz IPS Windows 11 Home Gaming Laptop",Acer,https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-948l-gaming/p/1TS-000X-04YH0?Item=1TS-000X-04YH0
"ASUS TUF Gaming A15 Gaming Laptop, 15.6” 144Hz Full HD IPS-Type, AMD Ryzen 9 5900HX, GeForce RTX 3060, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FA506QM-EB93",ASUS,https://www.newegg.com/eclipse-gray-asus-tuf-gaming-a15-fa506qm-eb93/p/N82E16834236318?Item=9SIA7ABJK58343
"ASUS TUF Gaming F17 (2023) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 32GB DDR5, 2TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707NU-DS74",ASUS,https://www.newegg.com/gray-xotic-pc-tuf-gaming-a17-fa707nu-ds74/p/2WC-000N-0D4D3?Item=9SIAAPKJVX2878
"Lenovo LOQ Laptop, GeForce RTX 4050 Laptop GPU 6GB GDDR6, 1TB SSD",Lenovo,https://www.newegg.com/p/2WC-000J-02EC5?Item=9SIAHRCJWS9838
"GIGABYTE AORUS 7 - 17.3"" FHD 1920x1080 360Hz - NVIDIA GeForce RTX 4060 Laptop GPU 8GB GDDR6 - Intel Core i5-12500H - 16GB DDR4 RAM - 512GB SSD - Win11 Home - Gaming Laptop (AORUS 7 9KF-E3US513SH)",GIGABYTE,https://www.newegg.com/p/N82E16834725217?Item=N82E16834725217
"MSI GE Series GE66 Raider 11UG-271 15.6"" 165 Hz Intel Core i9 11th Gen 11980HK (2.60GHz) NVIDIA GeForce RTX 3070 Laptop GPU 32GB Memory 1 TB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/titanium-blue-msi-ge-series-ge66-raider-11ug-271-gaming-entertainment/p/N82E16834155921?Item=N82E16834155921
"New Acer Nitro 15.6"" FHD IPS 144Hz Laptop| Intel Core i5-11400H Processor | NVIDIA GeForce RTX 3050Ti Graphics| 32GB RAM | 1TB SSD+2TB HDD | Backlit Keyboard | Windows 11 Home | Bundled with Mouse Pad",New,https://www.newegg.com/p/2WC-000K-02B60?Item=9SIAEYJK088350
"MSI GL Series Pulse GL76 12UEK-052 17.3"" 144 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gl-series-pulse-gl76-12uek-052-gaming/p/N82E16834156192?Item=9SIA8X5JVV2452
"Razer Blade 15 RZ09-0485ZED3-R3U1 15.6"" 240 Hz Intel Core i7 13th Gen 13800H (2.50GHz) NVIDIA GeForce RTX 4070 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Razer,https://www.newegg.com/black-razer-blade-15-rz09-0485zed3-r3u1-gaming/p/N82E16834326099?Item=N82E16834326099
"ASUS VivoBook Pro Gaming Laptop, 16"" Display, Intel Core i7-12650H Upto 4.7GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, Thunderbolt, Windows 11 Home (N7600ZE-EB77)",ASUS,https://www.newegg.com/grey-asus-vivobook-pro-gaming/p/2WC-000N-0BXW4?Item=9SIAA0SJTY9126
"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti Laptop GPU, HDMI, Wi-Fi, Bluetooth, Windows 11 Home",Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-01PP8?Item=9SIAKKBJPN6327
"MSI GF Series GF63 Thin 11UC-1245 15.6"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gf-series-gf63-thin-11uc-1245-gaming/p/N82E16834156433?Item=9SIB9A6JWH1255
"MSI Pulse GL66 11UCK-1250 15.6"" 60 Hz IPS Intel Core i5 11th Gen 11400H (2.70GHz) NVIDIA GeForce RTX 3050 Laptop GPU 8GB Memory 512 GB NVMe SSD SSD Windows 11 Home Gaming Laptop",MSI,https://www.newegg.com/p/N82E16834156392?Item=9SIA8X5JX73491
"MSI GF63 Thin Gaming Laptop, 15.6"" FHD IPS 144Hz, 12th Gen Intel 10-Core i7-12650H, Geforce RTX 4050, 64GB DDR4, 2TB PCIe SSD+2TB HDD, Backlit, RJ45, USB-C, WIFi 6, SPS HDMI 2.1 Cable, Win 11",MSI,https://www.newegg.com/p/2WC-000C-0G1H0?Item=9SIA6V6JUV4677
"MSI GF Series - 15.6"" 144 Hz IPS - Intel Core i5 12th Gen 12450H (2.00GHz) - NVIDIA GeForce RTX 4050 - 32 GB DDR4 - 512 GB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (Thin GF63 12VE)",MSI,https://www.newegg.com/black-xotic-pc-gf-series-thin-gf63-12ve-xo1-gaming/p/2WC-000C-0GV38?Item=9SIAAPKJYM3847
"MSI GE Series Raider GE66 12UHS-236 15.6"" 240 Hz Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32GB Memory 1TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/titanium-blue-msi-ge-series-raider-ge66-12uhs-236-gaming/p/N82E16834156182?Item=9SIAFXNHDN5396
"Razer Blade 18 RZ09-0484REH3-R3U1 18.0"" 240 Hz Intel Core i9 13th Gen 13950HX (2.20GHz) NVIDIA GeForce RTX 4060 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",Razer,https://www.newegg.com/black-razer-blade-18-rz09-0484reh3-r3u1-gaming/p/N82E16834326096?Item=N82E16834326096
"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 32GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti Laptop GPU, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",Acer,https://www.newegg.com/black-acer-nitro-5-gaming/p/2WC-000K-01PP2?Item=9SIAKKBJPM2189
"Lenovo Legion 5 Pro Gaming Laptop, 16"" QHD IPS 165Hz Display, AMD Ryzen 7 5800H (Beat i9-10980HK), GeForce RTX 3070 140W, 32GB 3200MHz RAM, 1TB PCIe SSD, USB-C, HDMI, RJ45, WiFi 6, RGB KB, Win 11",Lenovo,https://www.newegg.com/p/2WC-000J-01AM9?Item=9SIA6V6GZ62851
"Newest ASUS TUF Gaming 17.3"" Laptop, Intel 11th Generation Core i5-11260H processor,17.3"" FHD display with 144Hz, 8GB RAM,512GBSSD,NVIDIA GeForce RTX3050 Ti, Backlit keyboard, Windows 10 Home OS",Newest,https://www.newegg.com/p/2WC-000N-04VX2?Item=9SIAEYJFVX8282
"ASUS ROG Gaming & Entertainment Laptop (AMD Ryzen 9 6900HS 8-Core, 13.4"" 120Hz Touch Wide UXGA (1920x1200), GeForce RTX 3050 Ti, 16GB LPDDR5 6400MHz RAM, Win 11 Home) with Voyager Backpack",ASUS,https://www.newegg.com/p/2WC-000N-0AWM5?Item=9SIAMRPJYH1150
"Acer Nitro 5 15.6"" FHD IPS 144Hz Display Gaming Laptop | Intel Core i7-11800H | NVIDIA GeForce RTX 3050Ti | 16GB RAM | 1024GB SSD | Backlit Keyboard | Windows 11 Home| with Mouse Pad Bundle",Acer,https://www.newegg.com/p/2WC-000K-01019?Item=9SIAKKBJPN6325
"ASUS TUF Gaming F15 Gaming Laptop, 15.6"" 144Hz Full HD IPS-Type, Intel Core i5-11400H, GeForce RTX 3050, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 6, Windows 11 Home, FX506HCB-US51",ASUS,https://www.newegg.com/eclipse-gray-asus-tuf-gaming-f15-fx506hcb-us51/p/N82E16834236241?Item=9SIAEYJJJD6414
"MSI GF Series GF63 Thin 11SC-693 15.6"" 60 Hz IPS Intel Core i5 11th Gen 11400H (2.70GHz) NVIDIA GeForce GTX 1650 Max-Q 8GB Memory 256 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop",MSI,https://www.newegg.com/black-msi-gf-series-gf63-thin-11sc-693-gaming/p/N82E16834156282?Item=9SIBGFVJTS5170
